CHART																	
GOTERM_CC_DIRECT	GO:0009376~HslUV protease complex	2	1.04712041884817	0.051170533311739	SINMEB_3164, SINMEB_3162	52	2	1968	37.8461538461538	0.520670353960843	0.358193733182171	0.358193733182171					
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	14	7.32984293193717	0.059398785050165	SINMEB_2033, SINMEB_6269, SINMEB_2477, SINMEB_0496, SINMEB_0584, SINMEB_1960, SINMEB_1750, SINMEB_0352, SINMEB_6271, SINMEB_0804, SINMEB_1775, SINMEB_2859, SINMEB_0438, SINMEB_1901	125	228	3484	1.71143859649123	0.999011844032688	1	1					
INTERPRO	IPR000825:SUF system FeS cluster assembly, SufBD	2	1.04712041884817	0.064381299877655	SINMEB_1482, SINMEB_1484	160	2	4859	30.36875	0.99999999989995	1	1					
UP_KW_DOMAIN	KW-0175~Coiled coil	15	7.85340314136126	0.092485291715754	SINMEB_1164, SINMEB_1482, SINMEB_3164, SINMEB_1784, SINMEB_1146, SINMEB_0992, SINMEB_3286, SINMEB_3162, SINMEB_2260, SINMEB_2447, SINMEB_1512, SINMEB_1654, SINMEB_0884, SINMEB_1752, SINMEB_4306	52	339	1770	1.50612661674609	0.582474454396345	0.832367625441783	0.832367625441783					
INTERPRO	IPR014719:Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like	2	1.04712041884817	0.09500995405181	SINMEB_1117, SINMEB_0974	160	3	4859	20.2458333333333	0.999999999999999	1	1					
																	
																	
																	
CLUSTERING																	
Annotation Cluster 1	Enrichment Score: 1.5114237812779028																
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR					
GOTERM_CC_DIRECT	GO:0005840~ribosome	6	3.1413612565445	0.005342496407608	SINMEB_0759, SINMEB_0992, SINMEB_0990, SINMEB_1000, SINMEB_0974, SINMEB_1006	52	45	1968	5.04615384615385	0.07225230175373	0.074794949706512	0.074794949706512					
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	7	3.66492146596859	0.010503361863741	SINMEB_0759, SINMEB_0992, SINMEB_1002, SINMEB_0990, SINMEB_1000, SINMEB_0974, SINMEB_1006	125	53	3484	3.68120754716981	0.696737647296658	1	1					
GOTERM_BP_DIRECT	GO:0006412~translation	7	3.66492146596859	0.014897701607184	SINMEB_0759, SINMEB_0992, SINMEB_1002, SINMEB_0990, SINMEB_1000, SINMEB_0974, SINMEB_1006	69	61	2024	3.36612021857924	0.660643689981379	0.528868407055017	0.528868407055017					
UP_KW_MOLECULAR_FUNCTION	KW-0687~Ribonucleoprotein	7	3.66492146596859	0.016654476479444	SINMEB_0759, SINMEB_0992, SINMEB_1002, SINMEB_0990, SINMEB_1000, SINMEB_0974, SINMEB_1006	90	56	2380	3.30555555555556	0.405857666342974	0.258144385431374	0.258144385431374					
UP_KW_MOLECULAR_FUNCTION	KW-0689~Ribosomal protein	7	3.66492146596859	0.016654476479444	SINMEB_0759, SINMEB_0992, SINMEB_1002, SINMEB_0990, SINMEB_1000, SINMEB_0974, SINMEB_1006	90	56	2380	3.30555555555556	0.405857666342974	0.258144385431374	0.258144385431374					
GOTERM_MF_DIRECT	GO:0019843~rRNA binding	4	2.09424083769633	0.134673684367689	SINMEB_0759, SINMEB_0990, SINMEB_1000, SINMEB_1006	125	36	3484	3.09688888888889	0.999999920323549	1	1					
UP_KW_MOLECULAR_FUNCTION	KW-0694~RNA-binding	5	2.61780104712042	0.154792436536025	SINMEB_1087, SINMEB_0759, SINMEB_0990, SINMEB_1000, SINMEB_1006	90	56	2380	2.36111111111111	0.994556670588515	1	1					
UP_KW_MOLECULAR_FUNCTION	KW-0699~rRNA-binding	4	2.09424083769633	0.167619083784107	SINMEB_0759, SINMEB_0990, SINMEB_1000, SINMEB_1006	90	38	2380	2.78362573099415	0.996611671134814	1	1					
																	
Annotation Cluster 2	Enrichment Score: 0.7051030303303754																
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR					
UP_SEQ_FEATURE	DOMAIN:PKS_ER	3	1.57068062827225	0.135103324145234	SINMEB_0496, SINMEB_0584, SINMEB_1750	141	20	4331	4.60744680851064	0.999999999999211	1	1					
INTERPRO	IPR020843:Polyketide synthase, enoylreductase	3	1.57068062827225	0.16080773161511	SINMEB_0496, SINMEB_0584, SINMEB_1750	160	22	4859	4.14119318181818	1	1	1					
SMART	SM00829:SM00829	3	1.57068062827225	0.182851491694948	SINMEB_0496, SINMEB_0584, SINMEB_1750	39	22	1067	3.73076923076923	0.998723758848454	1	1					
INTERPRO	IPR013154:Alcohol dehydrogenase GroES-like	3	1.57068062827225	0.245028071829239	SINMEB_0496, SINMEB_0584, SINMEB_1750	160	29	4859	3.14159482758621	1	1	1					
INTERPRO	IPR011032:GroES-like	3	1.57068062827225	0.306335647670013	SINMEB_0496, SINMEB_0584, SINMEB_1750	160	34	4859	2.67959558823529	1	1	1					
																	
Annotation Cluster 3	Enrichment Score: 0.4529782819797012																
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR					
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	13	6.80628272251309	0.040834204956958	SINMEB_1164, SINMEB_3164, SINMEB_1275, SINMEB_3292, SINMEB_3162, SINMEB_1082, SINMEB_0717, SINMEB_1908, SINMEB_1403, SINMEB_1049, SINMEB_0884, SINMEB_3831, SINMEB_1528	41	316	1767	1.77300092621179	0.340921978591015	0.408342049569583	0.408342049569583					
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	11	5.75916230366492	0.350333589011148	SINMEB_0717, SINMEB_1164, SINMEB_1908, SINMEB_1275, SINMEB_1403, SINMEB_3292, SINMEB_1049, SINMEB_0884, SINMEB_3831, SINMEB_1528, SINMEB_1082	52	331	1968	1.25772716709273	0.997614025550164	1	1					
GOTERM_MF_DIRECT	GO:0005524~ATP binding	16	8.37696335078534	0.6575501653536	SINMEB_1582, SINMEB_2044, SINMEB_1571, SINMEB_1164, SINMEB_3164, SINMEB_0442, SINMEB_3286, SINMEB_1275, SINMEB_3292, SINMEB_1160, SINMEB_0884, SINMEB_1528, SINMEB_1416, SINMEB_0744, SINMEB_1559, SINMEB_4967	125	452	3484	0.986619469026549	1	1	1					
UP_KW_LIGAND	KW-0067~ATP-binding	8	4.18848167539267	0.733129572221886	SINMEB_1164, SINMEB_3164, SINMEB_3286, SINMEB_1275, SINMEB_3292, SINMEB_0884, SINMEB_1528, SINMEB_1559	35	234	986	0.963125763125763	0.999999999987419	1	1					
UP_KW_LIGAND	KW-0547~Nucleotide-binding	9	4.71204188481675	0.787939873252616	SINMEB_1164, SINMEB_3164, SINMEB_3286, SINMEB_1275, SINMEB_3292, SINMEB_0884, SINMEB_1528, SINMEB_1559, SINMEB_2092	35	278	986	0.9120246659815	0.99999999999984	1	1					
																	
Annotation Cluster 4	Enrichment Score: 0.3741704959718312																
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR					
GOTERM_MF_DIRECT	GO:0016787~hydrolase activity	13	6.80628272251309	0.149523691754598	SINMEB_1582, SINMEB_2044, SINMEB_1571, SINMEB_0442, SINMEB_1160, SINMEB_0727, SINMEB_1775, SINMEB_2039, SINMEB_0725, SINMEB_1416, SINMEB_0744, SINMEB_4967, SINMEB_0448	125	242	3484	1.49725619834711	0.999999988732415	1	1					
UP_SEQ_FEATURE	NP_BIND:ATP	12	6.28272251308901	0.290119340541295	SINMEB_1571, SINMEB_1164, SINMEB_1582, SINMEB_2044, SINMEB_3164, SINMEB_0442, SINMEB_3292, SINMEB_0884, SINMEB_1160, SINMEB_0744, SINMEB_1416, SINMEB_4967	141	279	4331	1.32113170136506	1	1	1					
INTERPRO	IPR003593:AAA+ ATPase domain	10	5.23560209424084	0.301802284430203	SINMEB_1571, SINMEB_1582, SINMEB_2044, SINMEB_3164, SINMEB_3292, SINMEB_0884, SINMEB_1160, SINMEB_0744, SINMEB_1416, SINMEB_4967	160	222	4859	1.36796171171171	1	1	1					
SMART	SM00382:AAA	10	5.23560209424084	0.391239984021088	SINMEB_1571, SINMEB_1582, SINMEB_2044, SINMEB_3164, SINMEB_3292, SINMEB_0884, SINMEB_1160, SINMEB_0744, SINMEB_1416, SINMEB_4967	39	222	1067	1.23238623238623	0.999999922958993	1	1					
UP_KW_MOLECULAR_FUNCTION	KW-0378~Hydrolase	23	12.0418848167539	0.431618385143649	SINMEB_1582, SINMEB_2044, SINMEB_1571, SINMEB_3164, SINMEB_3621, SINMEB_1981, SINMEB_0541, SINMEB_0442, SINMEB_0880, SINMEB_1160, SINMEB_3162, SINMEB_0727, SINMEB_1117, SINMEB_1049, SINMEB_1775, SINMEB_2039, SINMEB_0884, SINMEB_3831, SINMEB_0733, SINMEB_1416, SINMEB_0744, SINMEB_4967, SINMEB_0448	90	559	2380	1.08805406479825	0.999999975234867	1	1					
GOTERM_MF_DIRECT	GO:0042626~ATPase activity, coupled to transmembrane movement of substances	7	3.66492146596859	0.445473308266865	SINMEB_1571, SINMEB_1582, SINMEB_2044, SINMEB_1160, SINMEB_0744, SINMEB_1416, SINMEB_4967	125	150	3484	1.30069333333333	1	1	1					
INTERPRO	IPR017871:ABC transporter, conserved site	7	3.66492146596859	0.479274930748325	SINMEB_1571, SINMEB_1582, SINMEB_2044, SINMEB_1160, SINMEB_0744, SINMEB_1416, SINMEB_4967	160	169	4859	1.25787721893491	1	1	1					
UP_SEQ_FEATURE	DOMAIN:ABC transporter	7	3.66492146596859	0.578473657342135	SINMEB_1571, SINMEB_1582, SINMEB_2044, SINMEB_1160, SINMEB_0744, SINMEB_1416, SINMEB_4967	141	189	4331	1.13764118728658	1	1	1					
INTERPRO	IPR003439:ABC transporter-like	7	3.66492146596859	0.595417741932873	SINMEB_1571, SINMEB_1582, SINMEB_2044, SINMEB_1160, SINMEB_0744, SINMEB_1416, SINMEB_4967	160	190	4859	1.11884868421053	1	1	1					
GOTERM_MF_DIRECT	GO:0005524~ATP binding	16	8.37696335078534	0.6575501653536	SINMEB_1582, SINMEB_2044, SINMEB_1571, SINMEB_1164, SINMEB_3164, SINMEB_0442, SINMEB_3286, SINMEB_1275, SINMEB_3292, SINMEB_1160, SINMEB_0884, SINMEB_1528, SINMEB_1416, SINMEB_0744, SINMEB_1559, SINMEB_4967	125	452	3484	0.986619469026549	1	1	1					
INTERPRO	IPR027417:P-loop containing nucleoside triphosphate hydrolase	11	5.75916230366492	0.716360301980124	SINMEB_1571, SINMEB_1582, SINMEB_2044, SINMEB_3164, SINMEB_0442, SINMEB_3292, SINMEB_0884, SINMEB_1160, SINMEB_0744, SINMEB_1416, SINMEB_4967	160	349	4859	0.957181232091691	1	1	1					
																	
Annotation Cluster 5	Enrichment Score: 0.370017515036683																
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR					
UP_KW_LIGAND	KW-0411~Iron-sulfur	5	2.61780104712042	0.2631446815778	SINMEB_0804, SINMEB_0541, SINMEB_0442, SINMEB_1037, SINMEB_1082	35	76	986	1.85338345864662	0.996978224280443	1	1					
UP_KW_LIGAND	KW-0408~Iron	8	4.18848167539267	0.283735378144536	SINMEB_0804, SINMEB_0541, SINMEB_0442, SINMEB_2772, SINMEB_1037, SINMEB_3831, SINMEB_1082, SINMEB_0337	35	156	986	1.44468864468864	0.998236414519464	1	1					
UP_KW_LIGAND	KW-0004~4Fe-4S	3	1.57068062827225	0.534715731620342	SINMEB_0541, SINMEB_1037, SINMEB_1082	35	51	986	1.65714285714286	0.999999513985742	1	1					
GOTERM_MF_DIRECT	GO:0051539~4 iron, 4 sulfur cluster binding	3	1.57068062827225	0.568851850620293	SINMEB_0541, SINMEB_1037, SINMEB_1082	125	53	3484	1.57766037735849	1	1	1					
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	12	6.28272251308901	0.621845077835155	SINMEB_1031, SINMEB_0804, SINMEB_0541, SINMEB_0442, SINMEB_1584, SINMEB_2772, SINMEB_2756, SINMEB_1037, SINMEB_3162, SINMEB_1082, SINMEB_0337, SINMEB_1602	125	326	3484	1.02596319018405	1	1	1					
																	
Annotation Cluster 6	Enrichment Score: 0.3272663372155098																
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR					
INTERPRO	IPR011701:Major facilitator superfamily	3	1.57068062827225	0.366695977544538	SINMEB_0818, SINMEB_1248, SINMEB_2727	160	39	4859	2.33605769230769	1	1	1					
UP_SEQ_FEATURE	DOMAIN:MFS	3	1.57068062827225	0.418911748223818	SINMEB_0818, SINMEB_1248, SINMEB_2727	141	44	4331	2.09429400386847	1	1	1					
INTERPRO	IPR020846:Major facilitator superfamily domain	3	1.57068062827225	0.42496297036308	SINMEB_0818, SINMEB_1248, SINMEB_2727	160	44	4859	2.07059659090909	1	1	1					
GOTERM_MF_DIRECT	GO:0022857~transmembrane transporter activity	6	3.1413612565445	0.751890981971515	SINMEB_2256, SINMEB_0818, SINMEB_1414, SINMEB_1248, SINMEB_2727, SINMEB_4306	125	174	3484	0.961103448275862	1	1	1					
																	
Annotation Cluster 7	Enrichment Score: 0.0019519220712859104																
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR					
UP_KW_CELLULAR_COMPONENT	KW-0472~Membrane	25	13.0890052356021	0.986699249745243	SINMEB_3794, SINMEB_1571, SINMEB_1131, SINMEB_1031, SINMEB_0827, SINMEB_1414, SINMEB_1851, SINMEB_2727, SINMEB_1637, SINMEB_0744, SINMEB_0448, SINMEB_2251, SINMEB_2477, SINMEB_2256, SINMEB_6355, SINMEB_5344, SINMEB_1160, SINMEB_0818, SINMEB_1524, SINMEB_2217, SINMEB_1248, SINMEB_1764, SINMEB_1004, SINMEB_1901, SINMEB_0910	41	1316	1767	0.81872266291052	1	1	1					
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	22	11.5183246073298	0.995871095751432	SINMEB_1571, SINMEB_1131, SINMEB_1031, SINMEB_2251, SINMEB_2477, SINMEB_2256, SINMEB_6355, SINMEB_5344, SINMEB_0827, SINMEB_0818, SINMEB_2217, SINMEB_1414, SINMEB_1524, SINMEB_1248, SINMEB_1764, SINMEB_1851, SINMEB_1004, SINMEB_2727, SINMEB_1901, SINMEB_0744, SINMEB_0910, SINMEB_0448	52	1148	1968	0.725274725274725	1	1	1					
UP_KW_DOMAIN	KW-0812~Transmembrane	17	8.90052356020942	0.999706430141324	SINMEB_1571, SINMEB_2251, SINMEB_2477, SINMEB_2256, SINMEB_6355, SINMEB_5344, SINMEB_0827, SINMEB_0818, SINMEB_2217, SINMEB_1414, SINMEB_1524, SINMEB_1248, SINMEB_1851, SINMEB_2727, SINMEB_1901, SINMEB_0744, SINMEB_0910	52	954	1770	0.606555394291243	1	1	1					
UP_SEQ_FEATURE	TRANSMEM:Helical	20	10.4712041884817	0.999843207792355	SINMEB_3794, SINMEB_1571, SINMEB_1131, SINMEB_1031, SINMEB_2256, SINMEB_6355, SINMEB_5344, SINMEB_0827, SINMEB_0818, SINMEB_2217, SINMEB_1414, SINMEB_1248, SINMEB_1764, SINMEB_1851, SINMEB_1004, SINMEB_2727, SINMEB_1637, SINMEB_0744, SINMEB_0910, SINMEB_0448	141	1104	4331	0.556454928564087	1	1	1					
																	
																	
																	
TABLE																	
ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE		
SinmeB_1559	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase(folK)	Sinorhizobium meliloti 2011	GO:0046654~tetrahydrofolate biosynthetic process,GO:0046656~folic acid biosynthetic process,		GO:0003848~2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity,GO:0005524~ATP binding,GO:0016301~kinase activity,	IPR000550:7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK,			KW-0289~Folate biosynthesis,			KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0808~Transferase,		DOMAIN:HPPK,		
SinmeB_0436	2-dehydro-3-deoxy-6-phosphogalactonate aldolase(SM2011_RS18515)	Sinorhizobium meliloti 2011	GO:0034194~D-galactonate catabolic process,		GO:0008674~2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity,	IPR000887:KDPG/KHG aldolase,IPR013785:Aldolase-type TIM barrel,							KW-0456~Lyase,		ACT_SITE:Proton donor/acceptor,ACT_SITE:Schiff-base intermediate with substrate,BINDING:Substrate,BINDING:Substrate	 covalent,BINDING:Substrate	 via amide nitrogen,REGION:Substrate binding,SITE:Orients the nucleophilic substrate,SITE:Plays a major role in determining the stereoselectivity,
SinmeB_1006	30S ribosomal protein S13(rpsM)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0000049~tRNA binding,GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,	IPR001892:Ribosomal protein S13,IPR010979:Ribosomal protein S13-like, H2TH,IPR018269:Ribosomal protein S13, conserved site,IPR019980:Ribosomal protein S13, bacterial-type,IPR027437:30s ribosomal protein S13, C-terminal,	PIRSF002134:ribosomal protein, S13p/S13a/S18e/organellar S13 types,						KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,KW-0694~RNA-binding,KW-0699~rRNA-binding,KW-0820~tRNA-binding,		REGION:Disordered,		
SinmeB_0990	30S ribosomal protein S3(rpsC)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0003729~mRNA binding,GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,	IPR001351:Ribosomal protein S3, C-terminal,IPR004044:K Homology domain, type 2,IPR004087:K Homology domain,IPR005704:Ribosomal protein S3, bacterial,IPR009019:K homology domain, prokaryotic type,IPR015946:K homology domain-like, alpha/beta,IPR018280:Ribosomal protein S3, conserved site,		SM00322:KH,					KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,KW-0694~RNA-binding,KW-0699~rRNA-binding,		DOMAIN:KH type-2,REGION:Disordered,		
SinmeB_2772	4-hydroxyphenylpyruvate dioxygenase(hppD)	Sinorhizobium meliloti 2011	GO:0009072~aromatic amino acid family metabolic process,		GO:0003868~4-hydroxyphenylpyruvate dioxygenase activity,GO:0046872~metal ion binding,	IPR004360:Glyoxalase/fosfomycin resistance/dioxygenase domain,IPR005956:4-hydroxyphenylpyruvate dioxygenase,	PIRSF009283:4-hydroxyphenylpyruvate dioxygenase,				KW-0677~Repeat,	KW-0408~Iron,KW-0670~Pyruvate,	KW-0223~Dioxygenase,KW-0560~Oxidoreductase,		DOMAIN:VOC,METAL:Iron,		
SinmeB_1000	50S ribosomal protein L18(rplR)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,	IPR004389:Ribosomal protein L18, bacterial-type,IPR005484:Ribosomal protein L18/L5,							KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,KW-0694~RNA-binding,KW-0699~rRNA-binding,				
SinmeB_0992	50S ribosomal protein L29(rpmC)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0003735~structural constituent of ribosome,	IPR001854:Ribosomal protein L29,IPR018254:Ribosomal protein L29, conserved site,					KW-0175~Coiled coil,		KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,				
SinmeB_1002	50S ribosomal protein L30(rpmD)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0015934~large ribosomal subunit,	GO:0003735~structural constituent of ribosome,	IPR005996:Ribosomal protein L30, bacterial-type,IPR016082:Ribosomal protein L30, ferredoxin-like fold domain,	PIRSF002211:ribosomal protein L30p,						KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,		DOMAIN:Ribosomal_L30,		
SinmeB_0974	50S ribosomal protein L7/L12(rplL)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0003735~structural constituent of ribosome,	IPR000206:Ribosomal protein L7/L12,IPR008932:Ribosomal protein L7/L12, oligomerisation,IPR013823:Ribosomal protein L7/L12, C-terminal,IPR014719:Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like,							KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,		DOMAIN:Ribosomal_L12,DOMAIN:Ribosomal_L12_N,		
SinmeB_0759	50S ribosomal protein L9(rplI)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,	IPR000244:Ribosomal protein L9,IPR009027:Ribosomal protein L9/RNase H1, N-terminal,IPR020069:Ribosomal protein L9, C-terminal,IPR020070:Ribosomal protein L9, N-terminal,IPR020594:Ribosomal protein L9, bacteria/chloroplast,							KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,KW-0694~RNA-binding,KW-0699~rRNA-binding,		DOMAIN:RIBOSOMAL_L9,REGION:Disordered,		
SinmeB_0541	A/G-specific adenine glycosylase(mutY)	Sinorhizobium meliloti 2011	GO:0006284~base-excision repair,		GO:0003677~DNA binding,GO:0019104~DNA N-glycosylase activity,GO:0046872~metal ion binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR000445:Helix-hairpin-helix motif,IPR003265:HhH-GPD domain,IPR004035:Endonuclease III, iron-sulphur binding site,IPR004036:Endonuclease III, conserved site-2,IPR005760:A/G-specific adenine glycosylase MutY, bacterial form,IPR011257:DNA glycosylase,IPR015797:NUDIX hydrolase domain-like,IPR023170:Helix-turn-helix, base-excision DNA repair, C-terminal,		SM00478:ENDO3c,	KW-0227~DNA damage,KW-0234~DNA repair,			KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,	KW-0326~Glycosidase,KW-0378~Hydrolase,		DOMAIN:ENDO3c,		
SinmeB_4967	ABC transporter ATP-binding protein(SM2011_RS12790)	Sinorhizobium meliloti 2011			GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,					KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,		
SinmeB_1160	ABC transporter ATP-binding protein(SM2011_RS22110)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,	GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR008995:Molybdate/tungstate binding, C-terminal,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,			KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,		
SinmeB_1416	ABC transporter ATP-binding protein(SM2011_RS22870)	Sinorhizobium meliloti 2011			GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,					KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,		
SinmeB_1571	ABC transporter ATP-binding protein(SM2011_RS23660)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR011527:ABC transporter, transmembrane domain, type 1,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0762~Sugar transport,KW-0813~Transport,	KW-0472~Membrane,	KW-0812~Transmembrane,		KW-0378~Hydrolase,		DOMAIN:ABC transmembrane type-1,DOMAIN:ABC transporter,NP_BIND:ATP,TRANSMEM:Helical,		
