CHART																		
UP_KW_LIGAND	KW-0547~Nucleotide-binding	12	5.94059405940594	0.197770109673627	SINMEB_0915, SINMEB_1164, SINMEB_2257, SINMEB_5276, SINMEB_3286, SINMEB_2882, SINMEB_2221, SINMEB_0044, SINMEB_0654, SINMEB_1367, SINMEB_1050, SINMEB_2758	31	278	986	1.37294035739151	0.981060037784322	1	1						
UP_KW_LIGAND	KW-0067~ATP-binding	10	4.95049504950495	0.266347589975202	SINMEB_0915, SINMEB_1164, SINMEB_2257, SINMEB_5276, SINMEB_3286, SINMEB_2882, SINMEB_2221, SINMEB_0044, SINMEB_0654, SINMEB_2758	31	234	986	1.35925006892749	0.996208367183586	1	1						
																		
Annotation Cluster 4	Enrichment Score: 0.7108297651536906																	
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR						
GOTERM_MF_DIRECT	GO:0016787~hydrolase activity	15	7.42574257425743	0.046377156544879	SINMEB_1582, SINMEB_2044, SINMEB_1571, SINMEB_1570, SINMEB_2257, SINMEB_0442, SINMEB_0376, SINMEB_2860, SINMEB_1495, SINMEB_0915, SINMEB_1611, SINMEB_0725, SINMEB_2758, SINMEB_0744, SINMEB_4967	125	242	3484	1.72760330578512	0.994611957212295	1	1						
INTERPRO	IPR017871:ABC transporter, conserved site	10	4.95049504950495	0.095083826866492	SINMEB_0915, SINMEB_1571, SINMEB_1483, SINMEB_1582, SINMEB_2044, SINMEB_1570, SINMEB_2257, SINMEB_0744, SINMEB_2758, SINMEB_4967	158	169	4859	1.81971387911018	0.999999999999996	1	1						
GOTERM_MF_DIRECT	GO:0005524~ATP binding	22	10.8910891089109	0.116977933899359	SINMEB_1483, SINMEB_1582, SINMEB_2044, SINMEB_1571, SINMEB_1164, SINMEB_1570, SINMEB_1382, SINMEB_2257, SINMEB_5276, SINMEB_0442, SINMEB_2882, SINMEB_3286, SINMEB_2860, SINMEB_2221, SINMEB_0044, SINMEB_6197, SINMEB_0915, SINMEB_0825, SINMEB_0654, SINMEB_2758, SINMEB_0744, SINMEB_4967	125	452	3484	1.3566017699115	0.999998860088311	1	1						
UP_SEQ_FEATURE	NP_BIND:ATP	14	6.93069306930693	0.144709435099218	SINMEB_1483, SINMEB_1582, SINMEB_2044, SINMEB_1571, SINMEB_1164, SINMEB_1570, SINMEB_2257, SINMEB_5276, SINMEB_0442, SINMEB_2882, SINMEB_0915, SINMEB_2758, SINMEB_0744, SINMEB_4967	147	279	4331	1.4784092848609	0.999999999998198	1	1						
INTERPRO	IPR003439:ABC transporter-like	10	4.95049504950495	0.160010643002886	SINMEB_0915, SINMEB_1571, SINMEB_1483, SINMEB_1582, SINMEB_2044, SINMEB_1570, SINMEB_2257, SINMEB_0744, SINMEB_2758, SINMEB_4967	158	190	4859	1.61858760826116	1	1	1						
UP_SEQ_FEATURE	DOMAIN:ABC transporter	10	4.95049504950495	0.185770991175857	SINMEB_0915, SINMEB_1571, SINMEB_1483, SINMEB_1582, SINMEB_2044, SINMEB_1570, SINMEB_2257, SINMEB_0744, SINMEB_2758, SINMEB_4967	147	189	4331	1.55886693301659	1	1	1						
INTERPRO	IPR027417:P-loop containing nucleoside triphosphate hydrolase	15	7.42574257425743	0.235621424371587	SINMEB_1483, SINMEB_1582, SINMEB_2044, SINMEB_1571, SINMEB_1570, SINMEB_1095, SINMEB_2257, SINMEB_1277, SINMEB_0442, SINMEB_2221, SINMEB_6197, SINMEB_0915, SINMEB_2758, SINMEB_0744, SINMEB_4967	158	349	4859	1.32176925029923	1	1	1						
GOTERM_MF_DIRECT	GO:0042626~ATPase activity, coupled to transmembrane movement of substances	8	3.96039603960396	0.284487332214064	SINMEB_0915, SINMEB_1571, SINMEB_1483, SINMEB_1582, SINMEB_2044, SINMEB_1570, SINMEB_0744, SINMEB_4967	125	150	3484	1.48650666666667	1	1	1						
INTERPRO	IPR003593:AAA+ ATPase domain	10	4.95049504950495	0.289130940436406	SINMEB_0915, SINMEB_1571, SINMEB_1483, SINMEB_1582, SINMEB_2044, SINMEB_1570, SINMEB_2257, SINMEB_0744, SINMEB_2758, SINMEB_4967	158	222	4859	1.38527768274604	1	1	1						
SMART	SM00382:AAA	10	4.95049504950495	0.391239984021088	SINMEB_0915, SINMEB_1571, SINMEB_1483, SINMEB_1582, SINMEB_2044, SINMEB_1570, SINMEB_2257, SINMEB_0744, SINMEB_2758, SINMEB_4967	39	222	1067	1.23238623238623	0.999999439032794	1	1						
UP_KW_BIOLOGICAL_PROCESS	KW-0813~Transport	15	7.42574257425743	0.901402459042471	SINMEB_2044, SINMEB_1571, SINMEB_1570, SINMEB_1162, SINMEB_6354, SINMEB_2257, SINMEB_2860, SINMEB_0915, SINMEB_3803, SINMEB_0741, SINMEB_1004, SINMEB_1637, SINMEB_2758, SINMEB_1867, SINMEB_0744	47	513	1337	0.831778026626851	1	1	1						
																		
Annotation Cluster 5	Enrichment Score: 0.5999113489952788																	
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR						
UP_SEQ_FEATURE	DOMAIN:PKS_ER	3	1.48514851485149	0.144616741764712	SINMEB_0496, SINMEB_0584, SINMEB_1750	147	20	4331	4.41938775510204	0.999999999998164	1	1						
INTERPRO	IPR020843:Polyketide synthase, enoylreductase	3	1.48514851485149	0.157609587682379	SINMEB_0496, SINMEB_0584, SINMEB_1750	158	22	4859	4.19361334867664	1	1	1						
SMART	SM00829:SM00829	3	1.48514851485149	0.182851491694948	SINMEB_0496, SINMEB_0584, SINMEB_1750	39	22	1067	3.73076923076923	0.997137610203717	1	1						
INTERPRO	IPR013154:Alcohol dehydrogenase GroES-like	3	1.48514851485149	0.240563684598326	SINMEB_0496, SINMEB_0584, SINMEB_1750	158	29	4859	3.18136185072021	1	1	1						
INTERPRO	IPR011032:GroES-like	3	1.48514851485149	0.301103932175214	SINMEB_0496, SINMEB_0584, SINMEB_1750	158	34	4859	2.71351451973194	1	1	1						
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	7	3.46534653465347	0.833078063406831	SINMEB_0496, SINMEB_1960, SINMEB_0584, SINMEB_1750, SINMEB_1901, SINMEB_6271, SINMEB_0404	125	228	3484	0.855719298245614	1	1	1						
																		
Annotation Cluster 6	Enrichment Score: 0.5202018442817127																	
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR						
INTERPRO	IPR011527:ABC transporter, transmembrane domain, type 1	3	1.48514851485149	0.07321729832837	SINMEB_1571, SINMEB_1570, SINMEB_0744	158	14	4859	6.58996383363472	0.999999999989916	1	1						
GOTERM_MF_DIRECT	GO:0042626~ATPase activity, coupled to transmembrane movement of substances	8	3.96039603960396	0.284487332214064	SINMEB_0915, SINMEB_1571, SINMEB_1483, SINMEB_1582, SINMEB_2044, SINMEB_1570, SINMEB_0744, SINMEB_4967	125	150	3484	1.48650666666667	1	1	1						
UP_KW_BIOLOGICAL_PROCESS	KW-0762~Sugar transport	3	1.48514851485149	0.41634656876888	SINMEB_1571, SINMEB_1570, SINMEB_0744	47	41	1337	2.08147379346134	0.99999983461495	1	1						
UP_SEQ_FEATURE	DOMAIN:ABC transmembrane type-1	4	1.98019801980198	0.957328527472022	SINMEB_1571, SINMEB_1570, SINMEB_3803, SINMEB_0744	147	188	4331	0.626863511361992	1	1	1						
																		
Annotation Cluster 7	Enrichment Score: 0.4294367146571988																	
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR						
INTERPRO	IPR000182:GNAT domain	3	1.48514851485149	0.313157470342829	SINMEB_2928, SINMEB_2927, SINMEB_1079	158	35	4859	2.63598553345389	1	1	1						
GOTERM_MF_DIRECT	GO:0008080~N-acetyltransferase activity	3	1.48514851485149	0.342687325492118	SINMEB_2928, SINMEB_2927, SINMEB_1079	125	34	3484	2.45929411764706	1	1	1						
UP_SEQ_FEATURE	DOMAIN:N-acetyltransferase	3	1.48514851485149	0.368524331376839	SINMEB_2928, SINMEB_2927, SINMEB_1079	147	38	4331	2.32599355531686	1	1	1						
INTERPRO	IPR016181:Acyl-CoA N-acyltransferase	3	1.48514851485149	0.48431303297829	SINMEB_2928, SINMEB_2927, SINMEB_1079	158	50	4859	1.84518987341772	1	1	1						
																		
Annotation Cluster 8	Enrichment Score: 0.39312746252409514																	
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR						
UP_KW_CELLULAR_COMPONENT	KW-0997~Cell inner membrane	9	4.45544554455446	0.057863407193439	SINMEB_3794, SINMEB_0915, SINMEB_1162, SINMEB_6354, SINMEB_2257, SINMEB_2860, SINMEB_1004, SINMEB_1637, SINMEB_2758	48	161	1767	2.05784161490683	0.449016336662082	0.578634071934385	0.578634071934385						
UP_KW_MOLECULAR_FUNCTION	KW-1278~Translocase	4	1.98019801980198	0.439032928100895	SINMEB_0915, SINMEB_6354, SINMEB_2257, SINMEB_2758	91	64	2380	1.63461538461538	0.999999947617802	1	1						
UP_KW_CELLULAR_COMPONENT	KW-1003~Cell membrane	12	5.94059405940594	0.473209964205187	SINMEB_3794, SINMEB_0915, SINMEB_0825, SINMEB_1162, SINMEB_6354, SINMEB_2257, SINMEB_2860, SINMEB_6355, SINMEB_1414, SINMEB_0741, SINMEB_1004, SINMEB_2758	48	391	1767	1.12979539641944	0.998354205839306	1	1						
UP_KW_BIOLOGICAL_PROCESS	KW-0813~Transport	15	7.42574257425743	0.901402459042471	SINMEB_2044, SINMEB_1571, SINMEB_1570, SINMEB_1162, SINMEB_6354, SINMEB_2257, SINMEB_2860, SINMEB_0915, SINMEB_3803, SINMEB_0741, SINMEB_1004, SINMEB_1637, SINMEB_2758, SINMEB_1867, SINMEB_0744	47	513	1337	0.831778026626851	1	1	1						
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	9	4.45544554455446	0.998824004455464	SINMEB_0915, SINMEB_6354, SINMEB_2257, SINMEB_2860, SINMEB_6355, SINMEB_1414, SINMEB_3803, SINMEB_1004, SINMEB_2758	57	604	1968	0.514464970372952	1	1	1						
																		
Annotation Cluster 9	Enrichment Score: 0.24381765199126923																	
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR						
UP_SEQ_FEATURE	DNA_BIND:H-T-H motif	4	1.98019801980198	0.227927968610663	SINMEB_6173, SINMEB_0564, SINMEB_1236, SINMEB_4327	147	49	4331	2.40510898236846	1	1	1						
UP_KW_MOLECULAR_FUNCTION	KW-0238~DNA-binding	9	4.45544554455446	0.724538587371468	SINMEB_1032, SINMEB_0825, SINMEB_1385, SINMEB_2316, SINMEB_6173, SINMEB_0564, SINMEB_1456, SINMEB_1236, SINMEB_4327	91	245	2380	0.960753532182104	1	1	1						
UP_KW_BIOLOGICAL_PROCESS	KW-0805~Transcription regulation	5	2.47524752475248	0.792090013365996	SINMEB_1440, SINMEB_6173, SINMEB_0564, SINMEB_1456, SINMEB_1236	47	153	1337	0.929634265053539	1	1	1						
UP_KW_BIOLOGICAL_PROCESS	KW-0804~Transcription	5	2.47524752475248	0.809274235832857	SINMEB_1440, SINMEB_6173, SINMEB_0564, SINMEB_1456, SINMEB_1236	47	157	1337	0.905949315625424	1	1	1						
																		
Annotation Cluster 10	Enrichment Score: 0.08669398153937868																	
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR						
UP_KW_CELLULAR_COMPONENT	KW-0472~Membrane	37	18.3168316831683	0.443541409459224	SINMEB_3078, SINMEB_3794, SINMEB_1571, SINMEB_1570, SINMEB_3311, SINMEB_0166, SINMEB_1650, SINMEB_2860, SINMEB_0827, SINMEB_0825, SINMEB_1414, SINMEB_1851, SINMEB_0741, SINMEB_2727, SINMEB_1637, SINMEB_0964, SINMEB_2208, SINMEB_1636, SINMEB_0744, SINMEB_2153, SINMEB_1261, SINMEB_1162, SINMEB_6354, SINMEB_2257, SINMEB_0376, SINMEB_6355, SINMEB_0915, SINMEB_1524, SINMEB_2712, SINMEB_1248, SINMEB_3803, SINMEB_2017, SINMEB_1004, SINMEB_0636, SINMEB_1901, SINMEB_2758, SINMEB_0579	48	1316	1767	1.03500189969605	0.99715338643965	1	1						
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	29	14.3564356435644	0.921559493018377	SINMEB_3078, SINMEB_1571, SINMEB_1570, SINMEB_3311, SINMEB_0166, SINMEB_1650, SINMEB_0827, SINMEB_1414, SINMEB_1851, SINMEB_1411, SINMEB_2727, SINMEB_0964, SINMEB_2208, SINMEB_1636, SINMEB_0744, SINMEB_2153, SINMEB_1261, SINMEB_6354, SINMEB_0376, SINMEB_6355, SINMEB_1524, SINMEB_2712, SINMEB_1248, SINMEB_3803, SINMEB_2017, SINMEB_1004, SINMEB_0636, SINMEB_1901, SINMEB_0579	57	1148	1968	0.872180451127819	1	1	1						
UP_KW_DOMAIN	KW-0812~Transmembrane	28	13.8613861386139	0.952076578731238	SINMEB_3078, SINMEB_1571, SINMEB_1570, SINMEB_3311, SINMEB_0166, SINMEB_1650, SINMEB_0827, SINMEB_1414, SINMEB_1851, SINMEB_0741, SINMEB_2727, SINMEB_0964, SINMEB_2208, SINMEB_1636, SINMEB_0744, SINMEB_2153, SINMEB_1261, SINMEB_1162, SINMEB_6354, SINMEB_0376, SINMEB_6355, SINMEB_1524, SINMEB_2712, SINMEB_1248, SINMEB_2017, SINMEB_0636, SINMEB_1901, SINMEB_0579	62	954	1770	0.837898153783729	0.999999987886019	1	1						
UP_KW_DOMAIN	KW-1133~Transmembrane helix	15	7.42574257425743	0.963154506156803	SINMEB_3078, SINMEB_2153, SINMEB_3311, SINMEB_1162, SINMEB_0166, SINMEB_6354, SINMEB_0376, SINMEB_1650, SINMEB_6355, SINMEB_0827, SINMEB_2017, SINMEB_1851, SINMEB_0636, SINMEB_2208, SINMEB_1636	62	574	1770	0.74603799033382	0.999999997497891	1	1						
UP_SEQ_FEATURE	TRANSMEM:Helical	28	13.8613861386139	0.983342252688068	SINMEB_3078, SINMEB_3794, SINMEB_1571, SINMEB_1570, SINMEB_3311, SINMEB_0166, SINMEB_1650, SINMEB_0827, SINMEB_1414, SINMEB_1851, SINMEB_1411, SINMEB_0741, SINMEB_2727, SINMEB_1637, SINMEB_2208, SINMEB_1636, SINMEB_0744, SINMEB_2153, SINMEB_1261, SINMEB_1162, SINMEB_6354, SINMEB_0376, SINMEB_6355, SINMEB_1248, SINMEB_3803, SINMEB_2017, SINMEB_1004, SINMEB_0636	147	1104	4331	0.747239475500345	1	1	1						
																		
																		
																		
TABLE																		
ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE			
SinmeB_6270	(2Fe-2S)-binding protein(SM2011_RS03815)	Sinorhizobium meliloti 2011			GO:0009055~electron carrier activity,GO:0051536~iron-sulfur cluster binding,	IPR001041:2Fe-2S ferredoxin-type domain,							KW-0560~Oxidoreductase,					
SinmeB_0436	2-dehydro-3-deoxy-6-phosphogalactonate aldolase(SM2011_RS18515)	Sinorhizobium meliloti 2011	GO:0034194~D-galactonate catabolic process,		GO:0008674~2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity,	IPR000887:KDPG/KHG aldolase,IPR013785:Aldolase-type TIM barrel,							KW-0456~Lyase,		ACT_SITE:Proton donor/acceptor,ACT_SITE:Schiff-base intermediate with substrate,BINDING:Substrate,BINDING:Substrate	 covalent,BINDING:Substrate	 via amide nitrogen,REGION:Substrate binding,SITE:Orients the nucleophilic substrate,SITE:Plays a major role in determining the stereoselectivity,	
SinmeB_0993	30S ribosomal protein S17(rpsQ)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,	IPR000266:Ribosomal protein S17,IPR012340:Nucleic acid-binding, OB-fold,IPR019984:Ribosomal protein S17, bacterial-type,							KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,KW-0694~RNA-binding,KW-0699~rRNA-binding,					
SinmeB_1878	30S ribosomal protein S21(SM2011_RS24865)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0003735~structural constituent of ribosome,	IPR001911:Ribosomal protein S21,							KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,		REGION:Disordered,			
SinmeB_0990	30S ribosomal protein S3(rpsC)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0003729~mRNA binding,GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,	IPR001351:Ribosomal protein S3, C-terminal,IPR004044:K Homology domain, type 2,IPR004087:K Homology domain,IPR005704:Ribosomal protein S3, bacterial,IPR009019:K homology domain, prokaryotic type,IPR015946:K homology domain-like, alpha/beta,IPR018280:Ribosomal protein S3, conserved site,		SM00322:KH,					KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,KW-0694~RNA-binding,KW-0699~rRNA-binding,		DOMAIN:KH type-2,REGION:Disordered,			
SinmeB_3875	5-hydroxyisourate hydrolase 1(C770_RS29655)	Sinorhizobium meliloti GR4	GO:0006144~purine nucleobase metabolic process,		GO:0033971~hydroxyisourate hydrolase activity,	IPR000895:Transthyretin/hydroxyisourate hydrolase,IPR014306:Hydroxyisourate hydrolase,IPR023416:Transthyretin/hydroxyisourate hydrolase, superfamily,IPR023418:Transthyretin, thyroxine binding site,IPR023419:Transthyretin, conserved site,			KW-0659~Purine metabolism,				KW-0378~Hydrolase,		BINDING:Substrate,DOMAIN:TR_THY,			
SinmeB_1000	50S ribosomal protein L18(rplR)	Sinorhizobium meliloti 2011	GO:0006412~translation,	GO:0005840~ribosome,	GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,	IPR004389:Ribosomal protein L18, bacterial-type,IPR005484:Ribosomal protein L18/L5,							KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,KW-0694~RNA-binding,KW-0699~rRNA-binding,					
