CHART														
INTERPRO	IPR000123:RNA-directed DNA polymerase (reverse transcriptase), msDNA	6	35.2941176470588	2.82789012581199E-10	SINMEB_5740	12	6	1034	86.1666666666667	4.24183521641197E-09	1.41394506290599E-09	1.41394506290599E-09		
INTERPRO	IPR000477:Reverse transcriptase	6	35.2941176470588	2.82789012581199E-10	SINMEB_5740	12	6	1034	86.1666666666667	4.24183521641197E-09	1.41394506290599E-09	1.41394506290599E-09		
INTERPRO	IPR013597:Group II intron, maturase-specific	6	35.2941176470588	2.82789012581199E-10	SINMEB_5740	12	6	1034	86.1666666666667	4.24183521641197E-09	1.41394506290599E-09	1.41394506290599E-09		
UP_KW_MOLECULAR_FUNCTION	KW-0695~RNA-directed DNA polymerase	6	35.2941176470588	2.9672814548749E-10	SINMEB_5740	7	6	431	61.5714285714286	8.90184592705623E-10	1.18691258194996E-09	1.18691258194996E-09		
GOTERM_MF_DIRECT	GO:0003723~RNA binding	6	35.2941176470588	3.70279290130476E-10	SINMEB_5740	8	7	679	72.75	1.85139625852315E-09	9.25698225326191E-10	9.25698225326191E-10		
UP_SEQ_FEATURE	DOMAIN:Reverse transcriptase	6	35.2941176470588	5.18627938250069E-10	SINMEB_5740	12	6	916	76.3333333333333	5.70490710227745E-09	5.70490732075076E-09	5.70490732075076E-09		
UP_KW_MOLECULAR_FUNCTION	KW-0548~Nucleotidyltransferase	6	35.2941176470588	3.87074901584469E-08	SINMEB_5740	7	12	431	30.7857142857143	1.16122466198298E-07	7.74149803168938E-08	7.74149803168938E-08		
UP_KW_MOLECULAR_FUNCTION	KW-0808~Transferase	6	35.2941176470588	0.004029464179507	SINMEB_5740	7	106	431	3.48517520215633	0.012039748218522	0.005372618906009	0.005372618906009		
														
														
														
TABLE														
ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_SEQ_FEATURE		
SinmeB_6204	NnrU family protein(C770_RS22320)	Sinorhizobium meliloti GR4		GO:0016021~integral component of membrane,		IPR009915:NnrU,		KW-0472~Membrane,	KW-0812~Transmembrane,			DOMAIN:NnrU,TRANSMEM:Helical,		
SinmeB_6204	NnrU family protein(SM2011_RS03495)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR009915:NnrU,		KW-0472~Membrane,	KW-0812~Transmembrane,			DOMAIN:NnrU,TRANSMEM:Helical,		
SinmeB_5816	amino acid permease(C770_RS24230)	Sinorhizobium meliloti GR4		GO:0005887~integral component of plasma membrane,	GO:0015496~putrescine:ornithine antiporter activity,	IPR002293:Amino acid/polyamine transporter I,IPR027566:Putrescine-ornithine antiporter,	KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,				TRANSMEM:Helical,		
SinmeB_6162	cbb3-type cytochrome oxidase assembly protein CcoS(ccoS)	Sinorhizobium meliloti 2011	GO:0009399~nitrogen fixation,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR004714:Cytochrome oxidase maturation protein cbb3-type,	KW-0535~Nitrogen fixation,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,			TRANSMEM:Helical,		
SinmeB_6185	copper-containing nitrite reductase(C770_RS22410)	Sinorhizobium meliloti GR4	GO:0019333~denitrification pathway,GO:0042128~nitrate assimilation,	GO:0042597~periplasmic space,	GO:0005507~copper ion binding,GO:0050421~nitrite reductase (NO-forming) activity,	IPR001117:Multicopper oxidase, type 1,IPR001287:Nitrite reductase, copper-type,IPR006311:Twin-arginine translocation pathway, signal sequence,IPR008972:Cupredoxin,IPR011707:Multicopper oxidase, type 3,	KW-0534~Nitrate assimilation,	KW-0574~Periplasm,	KW-0677~Repeat,KW-0732~Signal,	KW-0186~Copper,KW-0274~FAD,KW-0285~Flavoprotein,KW-0479~Metal-binding,	KW-0560~Oxidoreductase,	DOMAIN:Plastocyanin-like,DOMAIN:Plastocyanin-like 1,DOMAIN:Plastocyanin-like 2,METAL:Copper 1	 type 1,METAL:Copper 2	 type 2,SIGNAL:Tat-type signal,
SinmeB_6188	hypothetical protein(C770_RS22395)	Sinorhizobium meliloti GR4				IPR002744:Domain of unknown function DUF59,						DOMAIN:FeS_assembly_P,		
SinmeB_6188	metal-sulfur cluster assembly factor(SM2011_RS03420)	Sinorhizobium meliloti 2011				IPR002744:Domain of unknown function DUF59,						DOMAIN:FeS_assembly_P,		
SinmeB_6185	nitrite reductase, copper-containing(nirK)	Sinorhizobium meliloti 2011	GO:0019333~denitrification pathway,GO:0042128~nitrate assimilation,	GO:0042597~periplasmic space,	GO:0005507~copper ion binding,GO:0050421~nitrite reductase (NO-forming) activity,	IPR001117:Multicopper oxidase, type 1,IPR001287:Nitrite reductase, copper-type,IPR006311:Twin-arginine translocation pathway, signal sequence,IPR008972:Cupredoxin,IPR011707:Multicopper oxidase, type 3,	KW-0534~Nitrate assimilation,	KW-0574~Periplasm,	KW-0677~Repeat,KW-0732~Signal,	KW-0186~Copper,KW-0274~FAD,KW-0285~Flavoprotein,KW-0479~Metal-binding,	KW-0560~Oxidoreductase,	DOMAIN:Plastocyanin-like,DOMAIN:Plastocyanin-like 1,DOMAIN:Plastocyanin-like 2,METAL:Copper 1	 type 1,METAL:Copper 2	 type 2,SIGNAL:Tat-type signal,
SinmeB_6162	nitrogen fixation protein FixS(C770_RS22525)	Sinorhizobium meliloti GR4	GO:0009399~nitrogen fixation,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR004714:Cytochrome oxidase maturation protein cbb3-type,	KW-0535~Nitrogen fixation,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,			TRANSMEM:Helical,		
SinmeB_5740	reverse transcriptase(C770_RS18725)	Sinorhizobium meliloti GR4			GO:0003723~RNA binding,GO:0003964~RNA-directed DNA polymerase activity,	IPR000123:RNA-directed DNA polymerase (reverse transcriptase), msDNA,IPR000477:Reverse transcriptase,IPR013597:Group II intron, maturase-specific,					KW-0548~Nucleotidyltransferase,KW-0695~RNA-directed DNA polymerase,KW-0808~Transferase,	DOMAIN:Reverse transcriptase,		
SinmeB_5740	reverse transcriptase(C770_RS21565)	Sinorhizobium meliloti GR4			GO:0003723~RNA binding,GO:0003964~RNA-directed DNA polymerase activity,	IPR000123:RNA-directed DNA polymerase (reverse transcriptase), msDNA,IPR000477:Reverse transcriptase,IPR013597:Group II intron, maturase-specific,					KW-0548~Nucleotidyltransferase,KW-0695~RNA-directed DNA polymerase,KW-0808~Transferase,	DOMAIN:Reverse transcriptase,		
SinmeB_5740	reverse transcriptase(C770_RS22085)	Sinorhizobium meliloti GR4			GO:0003723~RNA binding,GO:0003964~RNA-directed DNA polymerase activity,	IPR000123:RNA-directed DNA polymerase (reverse transcriptase), msDNA,IPR000477:Reverse transcriptase,IPR013597:Group II intron, maturase-specific,					KW-0548~Nucleotidyltransferase,KW-0695~RNA-directed DNA polymerase,KW-0808~Transferase,	DOMAIN:Reverse transcriptase,		
SinmeB_5740	reverse transcriptase(C770_RS22665)	Sinorhizobium meliloti GR4			GO:0003723~RNA binding,GO:0003964~RNA-directed DNA polymerase activity,	IPR000123:RNA-directed DNA polymerase (reverse transcriptase), msDNA,IPR000477:Reverse transcriptase,IPR013597:Group II intron, maturase-specific,					KW-0548~Nucleotidyltransferase,KW-0695~RNA-directed DNA polymerase,KW-0808~Transferase,	DOMAIN:Reverse transcriptase,		
SinmeB_5740	reverse transcriptase(C770_RS23255)	Sinorhizobium meliloti GR4			GO:0003723~RNA binding,GO:0003964~RNA-directed DNA polymerase activity,	IPR000123:RNA-directed DNA polymerase (reverse transcriptase), msDNA,IPR000477:Reverse transcriptase,IPR013597:Group II intron, maturase-specific,					KW-0548~Nucleotidyltransferase,KW-0695~RNA-directed DNA polymerase,KW-0808~Transferase,	DOMAIN:Reverse transcriptase,		
SinmeB_5740	reverse transcriptase(C770_RS24095)	Sinorhizobium meliloti GR4			GO:0003723~RNA binding,GO:0003964~RNA-directed DNA polymerase activity,	IPR000123:RNA-directed DNA polymerase (reverse transcriptase), msDNA,IPR000477:Reverse transcriptase,IPR013597:Group II intron, maturase-specific,					KW-0548~Nucleotidyltransferase,KW-0695~RNA-directed DNA polymerase,KW-0808~Transferase,	DOMAIN:Reverse transcriptase,		
SinmeB_6175	universal stress protein(C770_RS22460)	Sinorhizobium meliloti GR4				IPR006015:Universal stress protein A,IPR006016:UspA,						DOMAIN:Usp,		
SinmeB_6175	universal stress protein(SM2011_RS03355)	Sinorhizobium meliloti 2011				IPR006015:Universal stress protein A,IPR006016:UspA,						DOMAIN:Usp,		
