camp_lodi,camp_lut,camp_verb,lodi_lut,lodi_verb,lut.verb
SinmeB_5746,SM2011_c04277,SM2011_c00293,SM2011_c04277,SM2011_c01321,SM2011_c02092
SM2011_c00595,SM2011_c03010,SM2011_c01777,SinmeB_5988,SinmeB_5723,SinmeB_6162
SM2011_c01290,SM2011_c03253,SM2011_c01321,SM2011_c03253,SM2011_c03020,SM2011_c03020
SM2011_c04454,SM2011_c01756,SM2011_c04059,SM2011_c03010,SM2011_c04059,SM2011_c03011
SM2011_c01326,SM2011_c02436,SM2011_c04290,SM2011_c01756,SM2011_c04290,SinmeB_5811
SM2011_b21295,SM2011_c02050,SM2011_c03770,SM2011_c02436,SM2011_c01501,SM2011_c03006
SM2011_c03012,SM2011_c03012,SM2011_c01501,SM2011_c02050,SM2011_c00975,SM2011_c01317
SM2011_c01287,SM2011_c01803,SM2011_c00567,SM2011_c01803,SM2011_c00409,SM2011_c03807
SM2011_c00363,SinmeB_5816,SM2011_c00948,SM2011_c01206,SM2011_c00948,SM2011_c04277
SM2011_c03858,SM2011_c01206,SM2011_c03004,SinmeB_5723,SM2011_c03030,SM2011_c03253
SM2011_c00568,SM2011_b21435,SM2011_c00045,SM2011_b21435,SM2011_b21438,SM2011_c00888
SinmeB_5539,SM2011_c01316,SM2011_c00185,SM2011_c01316,SM2011_c01298,SM2011_c01756
SM2011_c03030,SM2011_c00590,SM2011_b21438,SM2011_c00590,SM2011_c02487,SM2011_c02436
SM2011_c04273,SM2011_c04336,SM2011_c02376,SM2011_c03030,SinmeB_5746,SM2011_c02050
SM2011_c03004,SM2011_c04319,SM2011_c03038,SM2011_c04336,SM2011_c02450,SM2011_c02073
SM2011_c04214,SM2011_c03770,SM2011_c02487,SM2011_c04319,SM2011_c00615,SM2011_c01803
SM2011_c01499,SM2011_c03004,SM2011_c02450,SM2011_c00975,SM2011_c00141,SinmeB_6050
SM2011_c01812,SM2011_c00567,SM2011_c00615,SM2011_c00409,SM2011_c01906,SM2011_c00293
SM2011_b20647,SM2011_c00045,SM2011_c00141,SM2011_c01349,SM2011_c03026,SM2011_c03041
SinmeB_5234,SM2011_c01349,SM2011_c00595,SM2011_c01298,SM2011_c01290,SM2011_c01777
SM2011_c03026,SM2011_c00185,SM2011_c01906,SinmeB_5810,SM2011_c03052,SM2011_c01206
SM2011_c01720,SM2011_c02376,SM2011_c04454,SinmeB_5746,SM2011_c01657,SM2011_c01321
SM2011_c00366,SM2011_c03038,SM2011_c01326,SM2011_c00495,SM2011_c01428,SM2011_b21435
SM2011_c00925,SinmeB_5810,SM2011_b21295,SM2011_c03026,SM2011_c00363,SM2011_c04059
SM2011_c03052,SM2011_c00495,SM2011_c01287,SM2011_c00427,SM2011_c03858,SM2011_c01316
SM2011_c00494,SM2011_c00427,SM2011_c03041,SM2011_c03881,SM2011_c03014,SM2011_c04290
SM2011_b21113,SM2011_c03881,SM2011_c01657,SM2011_b21377,SM2011_c00568,SM2011_c00590
SM2011_c03014,SM2011_c00595,SM2011_c01428,SM2011_c00528,SinmeB_6152,SM2011_c04336
SM2011_c00622,SM2011_b21377,SinmeB_6152,SM2011_c01290,SM2011_c02099,SM2011_c03024
SM2011_c03877,SM2011_c00528,SM2011_c02099,SM2011_c03052,SM2011_c04009,SM2011_c04319
SM2011_c04252,SM2011_c04454,SinmeB_5539,SinmeB_5740,SM2011_c01207,SM2011_c01501
SM2011_c00908,SM2011_c01326,SM2011_c03025,SM2011_c02486,SM2011_c01563,SM2011_c00948
SM2011_c03876,SinmeB_5740,SM2011_c04009,SM2011_c03014,SM2011_c03041,SM2011_c01349
SM2011_c04088,SM2011_c02486,SM2011_c01207,SM2011_c01235,SM2011_c00918,SM2011_b21438
SM2011_c00097,SM2011_b21295,SM2011_c01563,SM2011_c02136,SM2011_c04273,SM2011_c03057
SM2011_c00134,SM2011_c01235,SM2011_c00918,SM2011_c00363,SM2011_c04214,SM2011_c02487
SM2011_c01231,SM2011_c01287,SM2011_c03024,SM2011_c00334,SM2011_c01499,SinmeB_5810
SM2011_c00294,SM2011_c02136,SM2011_c03057,SM2011_c03858,SM2011_c03024,SM2011_c02450
SM2011_c00526,SM2011_c03025,SM2011_c01812,SM2011_c00568,SM2011_b20647,SM2011_c00495
SM2011_b21097,SM2011_c00334,SinmeB_5234,SM2011_c01843,SM2011_c03057,SM2011_c00427
SM2011_c02090,SinmeB_5539,SM2011_c01720,SM2011_c04273,SM2011_c00925,SM2011_c00615
SM2011_b21418,SM2011_c01843,SM2011_c00366,SM2011_c04214,SM2011_c00494,SM2011_c03881
SM2011_c00077,SM2011_c01812,SM2011_c03028,SM2011_c01499,SM2011_b21113,SM2011_c00141
SM2011_c03025,SinmeB_5234,SM2011_c00622,SM2011_b20647,SM2011_c03877,SM2011_c01906
SM2011_c00488,SM2011_c01720,SM2011_c04252,SM2011_c00925,SM2011_c00134,SM2011_b21377
SM2011_c02500,SM2011_c00366,SM2011_c00908,SM2011_c00494,SM2011_c01231,SM2011_c00528
SM2011_c02284,SM2011_c03023,SM2011_c03876,SM2011_b21113,SM2011_c00526,SinmeB_5740
SM2011_b21252,SM2011_c00622,SM2011_c04088,SM2011_c03877,SM2011_c03044,SM2011_c02486
SM2011_c01192,SM2011_c04252,SM2011_c00097,SM2011_c03044,SM2011_c03028,SM2011_c01235
SM2011_c00993,SM2011_c00908,SM2011_c00294,SM2011_c03023,SM2011_b21418,SM2011_c03028
SM2011_c02091,SM2011_c03876,SM2011_b21097,SM2011_c00134,SM2011_c00077,SM2011_c03023
SM2011_c03044,SM2011_c04088,SM2011_c02090,SM2011_c01231,SM2011_c02284,SM2011_c01657
SM2011_c03042,SM2011_c00097,SM2011_c03042,SM2011_c00526,SM2011_c01192,SM2011_c02136
SM2011_c03029,SM2011_c00294,SM2011_c00488,SM2011_b21418,SM2011_c00993,SM2011_c01428
SM2011_c03071,SM2011_c03042,SM2011_c02500,SM2011_c03054,SM2011_c02091,SM2011_c00334
SM2011_c03048,SM2011_c03054,SM2011_b21252,SM2011_c00077,SM2011_c03048,SinmeB_6152
SM2011_c00986,SM2011_b21097,SM2011_c03029,SM2011_c02284,SM2011_c00088,SM2011_c02099
SinmeB_6188,SM2011_c02090,SM2011_c03071,SM2011_c01192,SM2011_c03050,SM2011_c04009
SM2011_c03047,SM2011_c00488,SM2011_c00088,SM2011_c00993,SM2011_c00765,SM2011_c01207
SM2011_c03022,SM2011_c03035,SM2011_c00986,SM2011_c02091,SM2011_c03046,SM2011_c01563
SM2011_c01468,SM2011_c02500,SM2011_c03050,SM2011_c03035,SM2011_c03007,SM2011_c01843
SM2011_c03021,SM2011_b21252,SM2011_c00765,SM2011_c03019,SM2011_c03022,SM2011_c00918
SinmeB_5826,SM2011_c03029,SinmeB_6188,SM2011_c03027,SinmeB_5826,SM2011_c03035
SM2011_c03034,SM2011_c03019,SM2011_c03047,SM2011_c03048,SinmeB_5828,SM2011_c03019
SM2011_c03051,SM2011_c03027,SM2011_c03046,SM2011_c03049,SM2011_c01468,SM2011_c03027
SM2011_c01104,SM2011_c03071,SM2011_c03007,SM2011_c03022,SM2011_c03034,SM2011_c03054
SM2011_c03008,SM2011_c00986,SinmeB_5828,SinmeB_5826,SM2011_c01104,SM2011_c03050
SM2011_c03033,SM2011_c03047,SM2011_c03021,SM2011_c01311,SM2011_c00565,SM2011_c00088
SM2011_c01313,SinmeB_6188,SM2011_c03051,SM2011_c03034,SM2011_c01306,SM2011_c03046
SM2011_c01306,SM2011_c03049,SM2011_c03008,SM2011_c03031,SM2011_c03039,SM2011_c03049
SinmeB_6156,SM2011_c03031,SM2011_c03033,SM2011_c01468,SM2011_c01283,SM2011_c00765
SM2011_c03039,SM2011_c01311,SM2011_c00565,SM2011_c03859,SM2011_c01292,SM2011_c03007
SM2011_c01283,SM2011_c03021,SM2011_c01313,SM2011_c01104,SM2011_c01312,SM2011_c03031
SM2011_c03772,SM2011_c03859,SinmeB_6156,SinmeB_5827,SM2011_c03772,SM2011_c01311
SM2011_c01314,SM2011_c03051,SM2011_c01292,SinmeB_5761,SM2011_c01314,SinmeB_5828
SM2011_c02100,SM2011_c03008,SM2011_c01312,SM2011_c01306,SM2011_c02582,SM2011_c03859
SM2011_c01294,SinmeB_5827,SM2011_c02582,SM2011_c03039,SM2011_c01308,SinmeB_5827
SM2011_c01309,SM2011_c03033,SM2011_c01308,SinmeB_5823,SinmeB_5824,SinmeB_5823
SinmeB_5821,SM2011_c01313,SM2011_c02100,SM2011_c01307,SinmeB_5820,SM2011_c00565
SM2011_c00325,SinmeB_5761,SinmeB_5824,SM2011_c01283,SM2011_c01294,SinmeB_5761
SM2011_c01319,SinmeB_6156,SinmeB_5820,SM2011_c01299,SM2011_c01304,SM2011_c01307
SinmeB_5825,SinmeB_5823,SM2011_c01304,SM2011_c03772,SM2011_c02482,SM2011_c01292
SM2011_c01293,SM2011_c01307,SM2011_c01309,SM2011_c01314,SM2011_c00325,SM2011_c01299
SM2011_c03072,SM2011_c01299,SinmeB_5825,SM2011_c01469,SM2011_c01300,SM2011_c01312
SM2011_c01302,SM2011_c01469,SinmeB_5821,SM2011_c00364,SM2011_c01319,SM2011_c01469
SM2011_c01301,SM2011_c00364,SM2011_c02482,SinmeB_6185,SinmeB_6198,SinmeB_5824
SM2011_c02479,SM2011_c02100,SM2011_c01300,SM2011_c01294,SM2011_c03072,SM2011_c02582
SM2011_c01297,SinmeB_6185,SM2011_c01293,SinmeB_5725,SM2011_c01302,SM2011_c01308
SinmeB_6189,SinmeB_5725,SinmeB_6198,SM2011_c01295,SM2011_c01804,SM2011_c00364
SM2011_c02483,SM2011_c01295,SM2011_c01301,SM2011_c02481,SM2011_c03032,SinmeB_5820
SM2011_c01333,SinmeB_5825,SM2011_c01804,SM2011_c00325,SM2011_c00335,SinmeB_6185
SM2011_c00912,SM2011_c01309,SM2011_c03032,SM2011_c01285,SM2011_b21294,SinmeB_5725
SM2011_c01215,SinmeB_5821,SM2011_c02479,SM2011_c01319,SM2011_c02695,SM2011_c01304
SinmeB_5985,SM2011_c02481,SM2011_b21294,SM2011_c03072,SM2011_c01296,SM2011_c01295
SM2011_c02101,SM2011_c01285,SM2011_c00335,SM2011_c01302,SM2011_b21403,SM2011_c02481
SM2011_c03022,SM2011_c01293,SM2011_c01297,SinmeB_6204,SinmeB_6189,SM2011_c02482
SinmeB_5760,SM2011_c01301,SM2011_c02695,SM2011_c00815,SM2011_c00485,SinmeB_6198
SinmeB_6160,SM2011_c02479,SM2011_c01296,SinmeB_6189,SinmeB_6159,SM2011_b21294
SM2011_c04325,SM2011_c01297,SM2011_b21403,SM2011_c03040,SM2011_c03022,SM2011_c01300
SM2011_c02480,SinmeB_6204,SinmeB_6159,SM2011_c03022,SM2011_c00912,SM2011_c01285
SM2011_c01095,SM2011_c00815,SM2011_c00485,SM2011_c00912,SM2011_c01333,SM2011_c03032
SM2011_c03034,SM2011_c03040,SinmeB_5985,SM2011_c01333,SinmeB_5760,SM2011_c01804
SM2011_c00986,SinmeB_5985,SM2011_c02483,SinmeB_5760,SM2011_c02101,SinmeB_6204
SM2011_c03029,SM2011_c02483,SinmeB_6160,SM2011_c02101,SinmeB_6186,SM2011_c00335
SinmeB_5822,SinmeB_6160,SM2011_c01215,SM2011_c01010,SM2011_c04325,SM2011_b21403
SinmeB_6203,SM2011_c01215,SinmeB_6186,SM2011_c03049,SM2011_c03863,SM2011_c01296
SinmeB_6175,SM2011_c03049,SM2011_c03863,SM2011_c04325,SM2011_c03046,SM2011_c00815
SM2011_c02282,SM2011_c01010,SM2011_c03046,SinmeB_6190,SM2011_c00591,SinmeB_6159
SM2011_c03051,SinmeB_6190,SM2011_c00591,SM2011_c03034,SM2011_c03034,SM2011_c02695
SM2011_c01907,SM2011_c01109,SM2011_c00986,SM2011_c01109,SM2011_c02480,SM2011_c03040
SM2011_c03047,SM2011_c00986,SinmeB_5536,SM2011_c02480,SinmeB_5536,SM2011_c00485
SM2011_c03030,SinmeB_6158,SM2011_c03032,SinmeB_6158,SinmeB_6172,SM2011_c03049
SM2011_c03044,SM2011_c03029,SinmeB_6172,SinmeB_5822,SM2011_c03032,SinmeB_6190
SM2011_c03112,SM2011_c01095,SM2011_c01095,SM2011_c03773,SM2011_c04346,SinmeB_6186
SM2011_c02485,SM2011_c03773,SM2011_c03029,SinmeB_6203,SinmeB_5822,SM2011_c03046
SM2011_c01907,SM2011_c01109,SM2011_c04346,SM2011_c01109,SinmeB_6203,SM2011_c01010
SM2011_c03818,SinmeB_6175,SM2011_c03969,SM2011_b21183,SM2011_c03969,SinmeB_6158
SinmeB_6211,SM2011_b21183,SM2011_b21403,SM2011_c03030,SM2011_b21403,SM2011_c01109
SM2011_c03172,SinmeB_5230,SinmeB_6175,SinmeB_5230,SM2011_c04346,SM2011_c03863
SM2011_c03112,SM2011_c03047,SM2011_c03050,SM2011_c03044,SM2011_c03050,SM2011_c00591
SM2011_c03048,SM2011_c03051,SM2011_c04346,SM2011_c03031,SM2011_c03030,SM2011_c03032
SM2011_c02755,SM2011_c01907,SM2011_c03051,SM2011_c03023,SinmeB_6198,SinmeB_5536
SM2011_c02483,SM2011_c03031,SM2011_c03047,SM2011_c04040,SM2011_c03044,SinmeB_6172
SM2011_c03014,SM2011_c03023,SinmeB_6198,SM2011_c02857,SinmeB_5749,SM2011_c04346
SM2011_c03251,SM2011_c02282,SM2011_c01907,SinmeB_5276,SM2011_c03028,SM2011_c01109
SM2011_c00912,SM2011_c04040,SM2011_c02282,SM2011_c02485,SM2011_c01237,SM2011_c03773
SM2011_c01104,SinmeB_6211,SM2011_c03028,SM2011_c03019,SM2011_c00816,SM2011_c03050
SM2011_c01301,SM2011_c03112,SinmeB_5749,SM2011_c03048,SM2011_c00365,SM2011_b21403
SinmeB_5759,SM2011_c01907,SinmeB_6211,SM2011_c03818,SM2011_c02485,SinmeB_5230
SM2011_c04325,SM2011_c02857,SM2011_c03112,SM2011_c03035,SM2011_c03818,SM2011_c03969
SinmeB_6157,SinmeB_5276,SM2011_c01237,SM2011_c03027,SM2011_c03024,SM2011_c04346
SM2011_c03252,SM2011_c03019,SM2011_c01907,SM2011_c02857,SM2011_c03048,SinmeB_6198
SinmeB_6165,SM2011_c03035,SM2011_c00816,SinmeB_5747,SM2011_c03014,SM2011_b21183
SinmeB_6145,SM2011_c03027,SM2011_c00365,SinmeB_5276,SM2011_c00816,SM2011_c03023
SM2011_c03052,SinmeB_5747,SM2011_c03024,SM2011_c03014,SinmeB_6206,SM2011_c03028
SM2011_c03039,SM2011_c03112,SM2011_c03112,SinmeB_5527,SM2011_c01104,SM2011_c03031
SM2011_c02755,SM2011_c03251,SM2011_c03172,SM2011_c01104,SinmeB_6147,SM2011_c04040
SM2011_c01095,SM2011_c02857,SM2011_c03251,SM2011_c00912,SM2011_c00912,SinmeB_5749
SM2011_c03818,SinmeB_5276,SM2011_c00816,SinmeB_6157,SinmeB_5820,SM2011_c03024
SM2011_c03172,SM2011_c03172,SinmeB_6206,SinmeB_5527,SinmeB_6157,SM2011_c03019
SM2011_c02485,SinmeB_5527,SM2011_c02483,SM2011_c03252,SM2011_c03983,SM2011_c03035
SM2011_c01302,SM2011_c02483,SinmeB_6147,SinmeB_6165,SinmeB_5536,SM2011_c03027
SM2011_c03072,SinmeB_5759,SinmeB_5759,SM2011_c03052,SM2011_c03252,SM2011_c00816
SM2011_c02282,SM2011_c02755,SM2011_c02755,SM2011_c04325,SinmeB_6165,SM2011_c01237
SM2011_c03025,SM2011_c01301,SinmeB_5820,SinmeB_6145,SM2011_c04325,SinmeB_5747
SM2011_c03033,SinmeB_5527,SM2011_c01301,SM2011_b20745,SinmeB_6145,SM2011_c02857
SM2011_c02479,SM2011_b20745,SinmeB_5536,SM2011_c03039,SM2011_c03052,SinmeB_5276
SM2011_c02100,SM2011_b21183,SM2011_c03983,SM2011_b21183,SM2011_c01296,SM2011_c00365
SM2011_c03042,SM2011_c06990,SM2011_c01296,SM2011_c06990,SM2011_c01237,SM2011_c02857
SM2011_c02101,SM2011_c01095,SM2011_c01237,SM2011_c03773,SM2011_c03983,SinmeB_5276
SinmeB_6169,SM2011_c03773,SM2011_c00591,SM2011_c00815,SM2011_c00591,SinmeB_6147
SM2011_c03026,SM2011_c03025,SM2011_c03983,SM2011_c03818,SM2011_c01304,SinmeB_6206
SinmeB_6164,SM2011_c02755,SM2011_c01304,SM2011_c01302,SM2011_c03039,SinmeB_5527
SM2011_c01306,SM2011_c00815,SM2011_c03041,SM2011_c03072,SM2011_c03041,SM2011_c00816
SinmeB_6201,SM2011_c03042,SinmeB_5232,SM2011_c02485,SinmeB_5232,SinmeB_5820
SinmeB_6195,SinmeB_6146,SM2011_c00365,SinmeB_6146,SM2011_c00365,SinmeB_5536
SinmeB_5821,SM2011_c03172,SM2011_c01804,SM2011_c03026,SM2011_c01804,SinmeB_5527
SM2011_c01333,SM2011_c03033,SM2011_c00335,SinmeB_6185,SM2011_c00335,SM2011_c01296
SM2011_c01294,SM2011_c02282,SM2011_c01095,SM2011_c01307,SinmeB_6172,SM2011_c03983
SinmeB_6196,SM2011_c02100,SM2011_c02755,SM2011_c02101,SM2011_c02695,SM2011_c03041
SM2011_c03071,SM2011_c02479,SinmeB_6172,SM2011_c00913,SM2011_c03818,SM2011_b20745
SinmeB_6195,SinmeB_6169,SM2011_c03025,SM2011_c01010,SM2011_c01302,SM2011_c00591
SM2011_c02480,SinmeB_6185,SM2011_c02695,SM2011_c02481,SM2011_c03969,SM2011_c01304
SM2011_c03008,SM2011_c01307,SM2011_c03969,SinmeB_5761,SM2011_c01300,SM2011_c01237
SM2011_c01215,SM2011_c00913,SM2011_c01300,SM2011_c01469,SM2011_c02485,SinmeB_5232
SM2011_c00325,SM2011_c02481,SM2011_c03020,SM2011_c03040,SM2011_c03072,SM2011_c03983
SM2011_c01314,SM2011_c01010,SM2011_c03042,SinmeB_6197,SM2011_c03020,SM2011_c06990
SM2011_c01468,SinmeB_5761,SM2011_c03172,SM2011_c01295,SinmeB_6163,SM2011_b21183
SM2011_c01297,SinmeB_6195,SM2011_c03033,SM2011_c01306,SM2011_c01308,SM2011_c03020
SM2011_c01313,SM2011_c01469,SM2011_c02282,SinmeB_5725,SM2011_c03026,SM2011_c00365
SM2011_c01309,SinmeB_6164,SinmeB_6163,SinmeB_6196,SM2011_c02101,SM2011_c01804
SM2011_c01293,SinmeB_6197,SM2011_c02100,SM2011_c01311,SM2011_c03863,SM2011_c00335
SM2011_c03987,SinmeB_6201,SM2011_c02479,SM2011_c01333,SM2011_c02482,SM2011_c03773
SM2011_c00922,SM2011_c03040,SM2011_c01308,SM2011_c01294,SinmeB_6168,SinmeB_6172
SM2011_b20617,SM2011_c01295,SinmeB_6169,SM2011_c01285,SM2011_b21294,SM2011_c02695
SM2011_c01780,SinmeB_5725,SM2011_c03863,SM2011_c04040,SM2011_c01306,SM2011_c00815
SM2011_c01319,SinmeB_6195,SM2011_c02482,SM2011_b20968,SM2011_c00485,SinmeB_6146
SM2011_c03021,SM2011_c01311,SinmeB_6168,SM2011_c03972,SinmeB_6196,SM2011_c01300
SinmeB_6024,SM2011_c03071,SinmeB_6195,SM2011_c03197,SM2011_c03057,SinmeB_6163
SM2011_c00737,SinmeB_5821,SinmeB_6164,SM2011_c02480,SM2011_c01333,SM2011_c03969
SM2011_b21143,SM2011_c01285,SM2011_b21294,SM2011_c01468,SM2011_c02582,SM2011_c01308
SinmeB_6531,SM2011_c03008,SinmeB_6201,SM2011_c01314,SM2011_c01294,SM2011_c00913
SM2011_b20955,SM2011_c04040,SM2011_c00485,SM2011_c00325,SM2011_b21212,SinmeB_6185
SM2011_c01597,SM2011_c01215,SinmeB_6195,SM2011_c01299,SinmeB_5659,SM2011_c01307
SinmeB_6156,SM2011_c01313,SM2011_c03071,SM2011_c00980,SM2011_b21314,SinmeB_6168
SinmeB_6618,SM2011_c01297,SM2011_c03057,SinmeB_6220,SM2011_c01488,SM2011_b21294
SM2011_c02433,SM2011_c01299,SinmeB_5821,SM2011_b20106,SM2011_c02480,SM2011_c02481
SM2011_c03971,SM2011_c01309,SM2011_c02582,SinmeB_6197,SM2011_c01314,SinmeB_5761
SM2011_b21266,SM2011_b20968,SM2011_c03008,SM2011_c02616,SM2011_c01176,SM2011_c02482
SM2011_c04165,SM2011_c03972,SM2011_c01215,SM2011_c01319,SM2011_c01468,SM2011_c03863
SinmeB_6169,SM2011_c01293,SM2011_c01292,SinmeB_6190,SM2011_c00032,SM2011_c01010
SinmeB_6148,SinmeB_6197,SM2011_b21212,SinmeB_6166,SM2011_c01292,SinmeB_6197
SM2011_b21481,SM2011_c03197,SM2011_c01313,SM2011_c02433,SM2011_c00325,SM2011_c01469
SM2011_c00818,SM2011_c03021,SM2011_c01297,SM2011_c02349,SM2011_c02633,SM2011_c03057
SinmeB_6149,SM2011_c00980,SM2011_c01309,SM2011_c00364,SM2011_b21676,SM2011_c03040
SM2011_c00518,SinmeB_6220,SM2011_c01293,SM2011_b20375,SM2011_c04163,SM2011_c01295
SM2011_c00885,SM2011_b20106,SinmeB_5659,SinmeB_6149,SM2011_c00517,SM2011_c01311
SM2011_c02841,SinmeB_6190,SM2011_b21314,SM2011_c06990,SM2011_b20615,SinmeB_5725
SM2011_c00607,SinmeB_6166,SM2011_c01488,SM2011_b20164,SM2011_c01312,SM2011_c00485
SM2011_c03176,SinmeB_6169,SM2011_c01176,SinmeB_5652,SM2011_b20829,SM2011_c04040
SM2011_c03004,SinmeB_6156,SM2011_c00032,SM2011_c03010,SM2011_c01319,SM2011_c02582
SM2011_c01788,SM2011_c02616,SM2011_c02633,SinmeB_6182,SM2011_b20140,SM2011_c01285
SM2011_b20171,SinmeB_6148,SM2011_c03021,SinmeB_6158,SM2011_c02433,SM2011_c01292
SM2011_c04321,SM2011_c00364,SM2011_c01312,SM2011_c03009,SM2011_c02344,SinmeB_6197
SM2011_c02250,SM2011_c03004,SM2011_b21676,SM2011_c01449,SM2011_c00565,SM2011_c01299
SM2011_c02583,SM2011_c06990,SM2011_c04163,SinmeB_6166,SM2011_b20957,SinmeB_6190
SinmeB_6182,SM2011_c03010,SM2011_c00517,SM2011_c03103,SinmeB_6168,SM2011_c01312
SM2011_b21486,SM2011_c02349,SinmeB_6169,SM2011_c04148,SinmeB_6149,SinmeB_6166
SM2011_c03998,SM2011_b20375,SinmeB_6156,SM2011_c00913,SM2011_b20746,SinmeB_6168
SM2011_c01283,SM2011_c03251,SM2011_b20615,SM2011_c01283,SM2011_b20943,SM2011_c06990
SM2011_c03251,SinmeB_6158,SinmeB_6148,SM2011_c03859,SM2011_b21480,SM2011_c00364
SinmeB_5322,SinmeB_6166,SinmeB_6168,SinmeB_6676,SM2011_b20167,SM2011_c03010
SM2011_c03009,SM2011_c00913,SM2011_c00565,SM2011_b21488,SinmeB_6182,SM2011_c00565
SM2011_b20961,SinmeB_6195,SM2011_c03004,SM2011_b21289,SM2011_c01459,SinmeB_6158
SM2011_c01819,SM2011_b20164,SM2011_b20829,SM2011_b20205,SinmeB_6305,SinmeB_6166
SinmeB_6148,SinmeB_5652,SM2011_b20140,SinmeB_6182,SM2011_c03009,SM2011_c00913
SM2011_c03772,SinmeB_5985,SM2011_c02344,SM2011_c03772,SM2011_b20331,SM2011_b21212
SinmeB_5985,SinmeB_6148,SM2011_b20957,SM2011_c04236,SM2011_c03007,SinmeB_5659
SinmeB_6195,SM2011_c03859,SM2011_c03251,SinmeB_6151,SM2011_c01283,SM2011_c03007
SM2011_b21145,SM2011_c01449,SM2011_b20746,SM2011_c00737,SM2011_c00088,SM2011_b21314
SM2011_c01467,SM2011_c03103,SM2011_b20943,SM2011_c01549,SM2011_c03772,SM2011_c01488
SinmeB_6182,SM2011_c03251,SM2011_c03007,SinmeB_6531,SM2011_c00765,SM2011_b20968
SinmeB_6188,SM2011_c04148,SinmeB_5985,SM2011_b20955,SinmeB_6182,SM2011_c03972
SM2011_b20748,SM2011_c03987,SinmeB_6195,SM2011_c01597,SinmeB_5290,SM2011_c01176
SM2011_c03251,SinmeB_6151,SinmeB_6148,SM2011_c03971,SinmeB_5647,SM2011_c00088
SinmeB_6161,SM2011_c00922,SM2011_b21480,SM2011_b21266,SM2011_c00737,SM2011_c03859
SM2011_b21498,SinmeB_6188,SM2011_b20167,SinmeB_6161,SinmeB_6531,SM2011_c00032
SM2011_b20186,SM2011_b20617,SM2011_c00088,SM2011_c00885,SM2011_b20955,SM2011_c03197
SM2011_b20960,SM2011_c01780,SM2011_c01459,SM2011_c00943,SM2011_c01597,SM2011_c02633
